Collection Pillar,Recommendation,Sell Priority,Museum Score,Investment Score,Liquidity Score,Duplicate,Duplicate Count,Upgrade Candidate,Needs Grading,Needs Photo,Needs Verification,Verification Notes,Series,Issue Full,Issue,Issue Ext,Title,Edition / Variant,Publisher,Series Group,Age,Release Date,Cover Date,Publication Date,Barcode,Quantity,Location,Current Price,Cover Price,Purchase Price,Purchase Date,Is Key Comic,Key Comic Reason,Key Categories,Story Arc,Crossover,Genres,Slab Status,Grade Rating,Assumed Grade,Signees,Tags,Cover Image URL,CLZ Hash,BP Comic ID,BP Series ID,Added Date,Modified Date,Format,Collection Status,Collection,Read It,Country,Language,Value Locked,Raw XML Index
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 3",58,58,,Part 1,,Marvel Comics,Deadpool,Modern,"Jul 25, 2012","Jul 25, 2012","Jul 25, 2012",75960606407605811,1,15,0.0,2.99,2.99,,No,,,Blacklisted,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/fd/fd_306676_0_DeadpoolVol358.jpg,bf07892e5c29473f96e2da6e3d8fbaeb,306676,23582,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,360
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Killustrated,4,4,,,,Marvel Comics,,Modern,"Apr 24, 2013","Apr 24, 2013","Apr 24, 2013",75960607864600411,1,14,0.0,2.99,2.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/92/92_329123_0_DeadpoolKillustrated4.jpg,8253fb810ef44353af39eab8185a5636,329123,48016,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,361
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Killustrated,3A,3,A,,,Marvel Comics,,Modern,"Mar 27, 2013","Mar 27, 2013","Mar 27, 2013",75960607864600311,1,14,0.0,2.99,2.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d3/d3_326971_0_.jpg,10a29ac34af145ecb6e55745531b1f5e,326971,48016,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,362
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Killustrated,2B,2,B,,Second Printing,Marvel Comics,,Modern,"Apr 10, 2013",,,75960607864600212,1,14,0.0,0.0,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/fc/fc_350334_0_DeadpoolKillustrated2B.jpg,b0391aad534c40a3a4167fd60d2755c5,350334,48016,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,363
X-Men,Inventory Review,Medium,33,22,70,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Killustrated,2A,2,A,,,Marvel Comics,,Modern,"Feb 27, 2013","Feb 27, 2013","Feb 27, 2013",75960607864600211,1,14,30.0,2.99,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/32/32_325466_0_DeadpoolKillustrated2.jpg,93ce8ca58fcc48e4b7e310568cbd4303,325466,48016,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,364
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Killustrated,1B,1,B,,Second Printing,Marvel Comics,,Modern,"Mar 06, 2013",,,75960607864600112,1,14,0.0,0.0,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b2/b2_350333_0_DeadpoolKillustrated1B.jpg,ad32e74f7c3342cdb67db44cf3d3f121,350333,48016,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,365
X-Men,Inventory Review,Medium,33,22,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool's Art Of War,4,4,,,Scott Koblish Regular Cover,Marvel Comics,,Modern,"Jan 21, 2015",Mar 2015,Mar 2015,75960608081600411,1,14,20.0,3.99,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/05/05_387926_0_.jpg,f5363b1fdfb9445ea94801b0ddc8686a,387926,57216,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,366
X-Men,Verify then Lot,High,10,0,55,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check",Deadpool's Art Of War,3,3,,,Scott Koblish Regular Cover,Marvel Comics,,Modern,"Dec 10, 2014",Feb 2015,Feb 2015,75960608081600311,1,14,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/93/93_384906_0_.jpg,6aa2ae5fcf3f48df9a39fe02b0c86f6b,384906,57216,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,367
X-Men,Verify then Lot,High,10,0,55,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check",Deadpool's Art Of War,3,3,,,Scott Koblish Regular Cover,Marvel Comics,,Modern,"Dec 10, 2014",Feb 2015,Feb 2015,75960608081600311,1,14,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/93/93_384906_0_.jpg,b82088649b3b4d849cce68997f267216,384906,57216,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,368
X-Men,Inventory Review,Medium,35,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool Kills Deadpool,2,2,,,,Marvel Comics,Deadpool,Modern,"Aug 07, 2013",Oct 2013,Oct 2013,75960607944500211,1,High Value Bin,10.0,2.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e8/e8_338836_0_DeadpoolKillsDeadpool2A.jpg,0478cc2fbb4041baabd8635c13ede7b5,338836,49940,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,369
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Deadpool's Art Of War,2,2,,,Scott Koblish Regular Cover,Marvel Comics,,Modern,"Nov 05, 2014",Jan 2015,Jan 2015,75960608081600211,1,14,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/87/87_381193_0_.jpg,86fd15b0b1fe484ebc2869ff479c836e,381193,57216,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,370
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Hawkeye vs. Deadpool,2,2,,,,Marvel Comics,,Modern,"Nov 12, 2014",Jan 2015,Jan 2015,75960608134900211,1,,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5c/5c_381148_0_.jpg,ee71591a3d2941749576a4531cefa7e9,381148,56851,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,372
X-Men,Verify then Lot,High,35,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",Night of the Living Deadpool,2A,2,A,,,Marvel Comics,Deadpool,Modern,"Jan 29, 2014",Mar 2014,Mar 2014,75960607994000211,1,High Value Bin,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/34/34_352656_0_NightoftheLivingDeadpool2.jpg,f5d16c7e5aff44a680d5bd2682050100,352656,52955,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,373
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",22,22,,Part 2,,Marvel Comics,Deadpool,Modern,"Jan 08, 2014",Mar 2014,Mar 2014,75960607905602211,1,15,0.0,2.99,2.99,,No,,,Deadpool vs. S.H.I.E.L.D.,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/33/33_352654_0_DeadpoolVol422PartTwo.jpg,ece066ef004c416ba063c40a4ff57072,352654,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,374
X-Men,Inventory Review,Medium,33,22,60,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",23,23,,Part 3,,Marvel Comics,Deadpool,Modern,"Feb 12, 2014",Apr 2014,Apr 2014,75960607905602311,1,15,20.0,2.99,0.0,,No,,,Deadpool vs. S.H.I.E.L.D.,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/3a/3a_355469_0_Part3.jpg,66001d91276a4d60a41998f9403cf051,355469,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,375
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",24,24,,Part 4,,Marvel Comics,Deadpool,Modern,"Feb 26, 2014","Feb 26, 2014","Feb 26, 2014",75960607905602411,1,15,0.0,2.99,2.99,,No,,,Deadpool vs. S.H.I.E.L.D.,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/67/67_355470_0_DeadpoolVol424.jpg,cd9405bd60f54da7a979471d5e527b1b,355470,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,376
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",25A,25,A,Part 5.NOW,,Marvel Comics,Deadpool,Modern,"Mar 12, 2014",May 2014,May 2014,75960607905602511,1,16,0.0,2.99,2.99,,No,,,Deadpool vs. S.H.I.E.L.D.,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/37/37_358260_0_Part5.jpg,b0f336399638458699adf3a85bd9f7a0,358260,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,377
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",26A,26,A,Death Comes To Tinseltown (Or The Last Hitler),,Marvel Comics,Deadpool,Modern,"Mar 26, 2014",May 2014,May 2014,75960607905602611,1,16,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cd/cd_358263_0_DeathComesToTinseltownOrTheLas.jpg,e6eb7222aed5473da4dde1871cefa049,358263,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,378
X-Men,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Deadpool, Vol. 4",28A,28,A,Honeymoon In Tokyo,,Marvel Comics,Deadpool,Modern,"May 14, 2014",Jul 2014,Jul 2014,75960607905602811,1,16,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/3c/3c_364862_0_DeadpoolVol428A.jpg,07aa24215dc74d33a4b8ed08aae4229a,364862,47245,2021-04-11,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,379
